index,09:30:00,09:50:00,10:10:00,10:30:00,10:50:00,11:10:00,11:30:00,11:50:00,12:10:00,12:30:00,12:50:00,13:10:00,13:30:00,13:50:00,14:10:00,14:30:00,14:50:00,15:10:00,end_of_day_return
0,-3.345378,0.47191299999999986,0.11179499999999999,0.897695,-1.836632,0.853765,-1.169854,-0.515758,-0.6728379999999999,0.737822,-0.11047599999999994,0.12073900000000003,0.6580079999999999,-0.03350699999999998,-0.809134,-0.286582,-0.431717,-0.094759,-0.741115
1,0.3258090000000001,0.3673489999999999,-0.04837200000000008,-1.51365,0.35565900000000006,-3.117421,-0.8813519999999999,-0.007122000000000017,0.243771,0.016150999999999957,0.11460999999999999,-0.604529,0.14878,-0.22993399999999997,-0.506916,-0.604501,-0.348392,0.318222,1.174188
2,1.105315,1.7671070000000002,0.053923000000000054,0.0015989999999999754,1.1201309999999998,-0.358522,-1.2795100000000001,-0.229908,0.918732,0.486627,0.14344,0.20127199999999995,-0.16668299999999991,-0.70175,-0.431819,-0.418378,0.645661,0.389446,-1.583453
3,-0.13951500000000017,0.40099299999999993,1.376735,0.24822600000000003,0.8968309999999999,-0.06487399999999999,-0.546736,-0.5964309999999999,-0.26139099999999993,0.23374000000000003,-0.242694,-0.713535,-0.331204,0.165809,-0.3308939999999999,0.8835350000000001,0.907813,-0.19144699999999998,1.614671
4,6.82652,2.6438319999999997,-0.68691,-0.17581800000000003,0.418767,-0.5503010000000002,-0.0028050000000000574,-0.27207800000000004,0.79823,-0.48162799999999983,0.28187900000000005,0.762998,2.641929,-2.324375,-0.402507,0.15515099999999996,-0.467507,-0.5966579999999999,1.183321
5,-1.588829,1.69867,1.922991,-0.11577000000000015,-0.583583,-0.766705,-1.046211,2.162068,-0.16530799999999998,-0.335294,1.4660339999999998,-0.555429,0.923595,-1.095568,0.4630000000000001,-0.40372900000000006,-0.06120300000000001,-0.969795,-0.91978
6,-1.378149,0.828687,1.5169679999999999,0.550182,0.275402,2.470206,0.547463,-0.273482,-0.9573040000000002,-0.821236,-0.13670900000000002,-0.547932,-0.272315,-1.922266,0.27576100000000003,1.37654,-1.2376649999999998,-0.27471900000000005,0.000835
7,-2.436781,1.420544,-0.271741,2.6762449999999998,-0.40943200000000013,-3.273427,-0.08506000000000005,1.768472,0.03393399999999999,0.22644399999999998,2.014271,0.9026219999999999,0.44662899999999983,3.0151619999999997,-0.6099089999999999,0.557252,0.17375599999999997,1.194361,-0.710821
8,-0.5784140000000001,-0.805609,1.9692239999999999,0.811699,0.9396780000000001,-0.8166380000000001,-0.020298999999999984,0.213915,0.706604,-0.15649100000000005,0.14306400000000002,0.459374,0.066853,-0.006778000000000006,0.13593500000000003,-0.193884,0.32322799999999996,-0.664638,-0.13831
9,-0.7148559999999999,-0.14873599999999998,0.578838,-0.08553600000000006,0.00238,1.157035,1.179932,0.04754500000000002,-0.29444100000000006,-0.53198,-0.287316,-0.071137,0.245016,-0.748977,-0.43929699999999994,-0.6916169999999999,-0.170293,-0.565886,-0.909712
