index,09_30_00,09_50_00,10_10_00,10_30_00,10_50_00,11_10_00,11_30_00,11_50_00,12_10_00,12_30_00,12_50_00,13_10_00,13_30_00,13_50_00,14_10_00,14_30_00,14_50_00,15_10_00,end_of_day_return
0,-3.345378,0.4719129999999998,0.1117949999999999,0.897695,-1.836632,0.853765,-1.169854,-0.515758,-0.6728379999999999,0.737822,-0.1104759999999999,0.120739,0.6580079999999999,-0.0335069999999999,-0.809134,-0.286582,-0.431717,-0.094759,-0.741115
1,0.3258090000000001,0.3673489999999999,-0.048372,-1.51365,0.355659,-3.117421,-0.8813519999999999,-0.007122,0.243771,0.0161509999999999,0.1146099999999999,-0.604529,0.14878,-0.2299339999999999,-0.506916,-0.604501,-0.348392,0.318222,1.174188
2,1.105315,1.7671070000000002,0.053923,0.0015989999999999,1.1201309999999998,-0.358522,-1.27951,-0.229908,0.918732,0.486627,0.14344,0.2012719999999999,-0.1666829999999999,-0.70175,-0.431819,-0.418378,0.645661,0.389446,-1.583453
3,-0.1395150000000001,0.4009929999999999,1.376735,0.248226,0.8968309999999999,-0.0648739999999999,-0.546736,-0.5964309999999999,-0.2613909999999999,0.23374,-0.242694,-0.713535,-0.331204,0.165809,-0.3308939999999999,0.8835350000000001,0.907813,-0.1914469999999999,1.614671
4,6.82652,2.643832,-0.68691,-0.175818,0.418767,-0.5503010000000002,-0.002805,-0.272078,0.79823,-0.4816279999999998,0.281879,0.762998,2.641929,-2.324375,-0.402507,0.1551509999999999,-0.467507,-0.5966579999999999,1.183321
5,-1.588829,1.69867,1.922991,-0.1157700000000001,-0.583583,-0.766705,-1.046211,2.162068,-0.1653079999999999,-0.335294,1.4660339999999998,-0.555429,0.923595,-1.095568,0.4630000000000001,-0.403729,-0.061203,-0.969795,-0.91978
6,-1.378149,0.828687,1.516968,0.550182,0.275402,2.470206,0.547463,-0.273482,-0.9573040000000002,-0.821236,-0.136709,-0.547932,-0.272315,-1.922266,0.275761,1.37654,-1.2376649999999998,-0.274719,0.000835
7,-2.436781,1.420544,-0.271741,2.676245,-0.4094320000000001,-3.273427,-0.08506,1.768472,0.0339339999999999,0.2264439999999999,2.014271,0.902622,0.4466289999999998,3.015162,-0.6099089999999999,0.557252,0.1737559999999999,1.194361,-0.710821
8,-0.5784140000000001,-0.805609,1.969224,0.811699,0.939678,-0.8166380000000001,-0.0202989999999999,0.213915,0.706604,-0.156491,0.143064,0.459374,0.066853,-0.006778,0.135935,-0.193884,0.3232279999999999,-0.664638,-0.13831
9,-0.7148559999999999,-0.1487359999999999,0.578838,-0.085536,0.00238,1.157035,1.179932,0.047545,-0.294441,-0.53198,-0.287316,-0.071137,0.245016,-0.748977,-0.4392969999999999,-0.6916169999999999,-0.170293,-0.565886,-0.909712
10,2.2837310000000004,1.0342599999999995,0.946195,-1.681921,-0.862162,1.2973,-0.034245,0.684506,-0.317709,1.229949,-0.0089959999999999,1.262745,0.1624919999999999,1.019313,-0.8756059999999999,-0.535447,-0.695169,0.5175460000000001,-0.108966
11,0.2071169999999998,0.309702,1.650254,1.088114,0.276489,-0.173597,-0.625628,-0.030138,0.7667060000000001,0.4169039999999999,-1.454837,0.332843,0.8433,-1.130613,0.7049500000000001,-0.49699,-0.2806009999999999,-0.671638,0.32257
12,0.261336,-0.1139109999999999,-0.0240309999999999,1.964108,-0.551998,0.417712,0.443909,0.4400149999999999,0.4143019999999999,1.0646870000000002,-0.146448,-0.0801269999999999,0.3286329999999999,-0.574979,0.575323,0.561573,0.0197619999999999,1.384464,-0.554164
13,-2.006425,0.2942629999999999,0.696936,1.029798,0.414441,0.747916,0.1891869999999999,0.7125170000000001,0.0130209999999999,-0.0009719999999999,0.340022,0.298565,-1.3619820000000002,0.332484,0.01091,0.126925,-0.16701,0.011141,-0.397275
14,-0.8404650000000002,-0.916279,-0.260863,0.703118,0.6196469999999997,0.078142,1.83379,0.251335,0.1601209999999999,-0.059314,0.377837,0.411406,-0.587031,-0.2077749999999999,0.119101,-0.0146699999999999,-0.119325,-0.6016900000000001,-0.76266
15,1.194056,0.0758189999999999,0.859991,1.328699,0.433355,-0.6697789999999999,1.093345,0.84713,-0.130564,-0.472062,-0.034128,-0.703444,0.326285,0.7030850000000001,0.09309,-0.743429,0.375976,0.45808,-0.507009
16,3.4357810000000004,-2.181787,0.010506,2.145449,-0.065167,-0.162614,-0.146193,0.031084,0.5708900000000001,2.310099,0.1677229999999999,0.2633979999999998,0.918808,0.7833249999999999,-0.1316,-0.409742,-0.137614,0.480724,2.241133
17,0.8719680000000003,0.579761,0.0095,1.0564749999999998,-1.009448,0.901344,-0.776488,-2.425918,-1.02903,-0.509641,0.1970569999999999,0.029992,-0.609941,0.942252,0.529399,0.5375540000000001,-0.6036429999999999,0.485382,0.665184
18,-3.0811620000000004,-1.3833570000000002,0.862382,-0.5765119999999999,-0.7929269999999999,0.3407,-0.7825590000000001,-0.356327,-0.138371,-0.4712689999999999,0.810419,0.2514080000000001,-0.388855,-0.377929,0.1534809999999999,0.3581999999999999,0.7193130000000001,-1.013524,1.196832
19,1.931794,0.10965,0.2190159999999998,0.7135759999999999,0.902955,0.27517,0.414223,1.091986,0.723063,-1.310142,-0.309238,-0.617999,0.6636029999999999,0.198493,-0.4385829999999999,-0.3165449999999999,-0.267913,-0.468985,0.595098
20,0.435874,-1.047899,-0.3435709999999999,0.416768,-0.576657,0.5467420000000001,-0.0099239999999999,-0.313648,0.038239,0.4150250000000001,0.068888,-0.6667700000000001,-0.092584,0.819472,0.377554,-0.863965,0.7444440000000001,0.4160129999999999,-0.271488
21,6.497237,-3.485781,0.952802,0.101575,-1.483037,-0.88078,-0.578912,-0.588017,0.6877630000000001,-1.261082,0.8589120000000001,-0.124761,0.0401459999999999,0.632839,-0.6667769999999998,1.243239,-1.221937,0.6627150000000002,1.279303
22,0.4754819999999998,0.1768149999999999,-0.090738,-0.148382,0.5423300000000001,0.1964669999999999,-0.00991,0.7916259999999999,0.999498,-0.6182519999999999,0.155544,0.2301079999999999,0.2361689999999999,-0.1463769999999999,-0.5637310000000001,0.0053849999999999,-0.133773,-0.134236,0.169979
